,Species,Domain,Average Range,Genome_size,Exon_to_genome_ratio
9171,Staphylococcus_massiliensis,bacteria,196766.0,2447110.0,12.436650640862752
9172,Staphylococcus_microti,bacteria,592456.0,2434155.0,4.108583591017729
9173,Staphylococcus_muscae,bacteria,922883.0,2095116.0,2.270185928227088
9174,Staphylococcus_nepalensis,bacteria,667468.25,3049871.0,4.569312472915378
9175,Staphylococcus_pasteuri,bacteria,443022.0,2611305.0,5.894300960223195
9176,Staphylococcus_petrasii,bacteria,1187505.0,2746621.0,2.312934261329426
9177,Staphylococcus_pettenkoferi,bacteria,321441.0,2498156.0,7.7717403815941335
9178,Staphylococcus_piscifermentans,bacteria,621404.0,2662364.5,4.284434120153716
9179,Staphylococcus_pseudintermedius,bacteria,201468.66666666666,2715127.4444444445,13.476673516367034
9180,Staphylococcus_rostri,bacteria,130084.0,2341022.0,17.996233203161033
9181,Staphylococcus_saccharolyticus,bacteria,625298.6666666666,2401002.6666666665,3.8397693688775925
9182,Staphylococcus_saprophyticus,bacteria,969896.1666666666,2595885.5,2.6764571190352506
9183,Staphylococcus_schleiferi,bacteria,994725.6666666666,3579918.3333333335,3.598900132264273
9184,Staphylococcus_schweitzeri,bacteria,704051.0,2764326.0,3.926314997066974
9185,Staphylococcus_simiae,bacteria,67719.0,2587121.0,38.203768514006406
9186,Staphylococcus_simulans,bacteria,417378.75,2715047.25,6.504996361218677
9187,Staphylococcus_sp,bacteria,381452.04545454547,2621453.3636363638,6.8723012364833185
9188,Staphylococcus_succinus,bacteria,117283.0,3071172.0,26.185994560166435
9189,Staphylococcus_warneri,bacteria,353691.0,2720491.6666666665,7.691718665916482
9190,Staphylococcus_xylosus,bacteria,339175.6,2972355.8,8.763471782757957
9191,Staphylothermus_hellenicus,bacteria,699217.0,1580347.0,2.2601667293558365
9192,Staphylothermus_marinus,bacteria,699176.0,1570485.0,2.246194091330366
9193,Stappia_indica,bacteria,507039.0,5015470.0,9.891684860533411
9194,Stappia_sp,bacteria,1174278.0,4879216.0,4.155077417783523
9195,Starkeya_novella,bacteria,945131.6666666666,4593383.333333333,4.860045954796422
9196,Stegastes_partitus,ensembl,1760338.0,800491834.0,454.7375753974521
9197,Stella_humosa,bacteria,1045843.0,5827531.0,5.572089692238701
9198,Stenomitos_frigidus,bacteria,238793.0,6984011.0,29.24713454749511
9199,Stenotrophobium_rhamnosiphilum,bacteria,752621.0,3961273.0,5.263303840844197
9200,Stenotrophomonas_acidaminiphila,bacteria,740990.3333333334,4188367.6666666665,5.6523917765908775
9201,Stenotrophomonas_chelatiphaga,bacteria,168929.0,3967734.0,23.48758354101427
9202,Stenotrophomonas_daejeonensis,bacteria,124371.0,3284859.0,26.411776057119425
9203,Stenotrophomonas_geniculata,bacteria,330486.0,4678478.0,14.156357606676229
9204,Stenotrophomonas_ginsengisoli,bacteria,183989.0,3374112.0,18.338661550418774
9205,Stenotrophomonas_humi,bacteria,244544.0,4122049.0,16.85606271264067
9206,Stenotrophomonas_indicatrix,bacteria,1919811.0,4558397.0,2.3743988340518936
9207,Stenotrophomonas_koreensis,bacteria,346214.0,3029904.0,8.751535177664682
9208,Stenotrophomonas_lactitubi,bacteria,2018647.0,4871419.0,2.413209937150973
9209,Stenotrophomonas_maltophilia,bacteria,737738.9795918367,4678798.653061224,6.342078678897824
9210,Stenotrophomonas_panacihumi,bacteria,178724.0,3923155.0,21.950913139813345
9211,Stenotrophomonas_pavanii,bacteria,159898.0,4783896.0,29.918422994659096
9212,Stenotrophomonas_pictorum,bacteria,202810.0,3508292.0,17.298417237808785
9213,Stenotrophomonas_rhizophila,bacteria,1776853.0,4767138.0,2.6829107416314124
9214,Stenotrophomonas_sp,bacteria,1133423.6896551724,4451158.0,3.9271792539947703
9215,Stenotrophomonas_terrae,bacteria,190697.0,4410319.0,23.12736435287393
9216,Steroidobacter_denitrificans,bacteria,1551163.0,3467246.0,2.23525574037029
9217,Sterolibacterium_denitrificans,bacteria,1389005.0,3103217.0,2.2341294667765776
9218,Stigmatella_aurantiaca,bacteria,1866122.0,9963977.0,5.339402782883434
9219,Stigmatella_erecta,bacteria,994627.0,9217225.0,9.267016680624998
9220,Stomatobaculum_longum,bacteria,562189.0,2313632.0,4.11539891388839
9221,Streptacidiphilus_bronchialis,bacteria,3105447.0,7090212.0,2.2831534397463553
9222,Streptacidiphilus_jiangxiensis,bacteria,649534.0,9538627.0,14.685339027672146
9223,Streptacidiphilus_pinicola,bacteria,184103.0,8432874.0,45.805196004410575
9224,Streptoalloteichus_hindustanus,bacteria,944823.0,7279383.0,7.704493857579673
9225,Streptobacillus_moniliformis,bacteria,779334.5,1899724.0,2.4376233825141838
9226,Streptococcus_acidominimus,bacteria,695040.3333333334,2353862.3333333335,3.386655738443956
9227,Streptococcus_agalactiae,bacteria,454802.0,2333018.2916666665,5.129745013581001
9228,Streptococcus_anginosus,bacteria,350361.93333333335,1986386.8666666667,5.669528215489163
9229,Streptococcus_australis,bacteria,668115.75,1975085.75,2.956202948366357
9230,Streptococcus_azizii,bacteria,226314.0,2340839.0,10.343323877444613
9231,Streptococcus_bovimastitidis,bacteria,721441.0,2075036.0,2.876237973722037
9232,Streptococcus_canis,bacteria,418293.0,2309362.3333333335,5.5209203437144145
9233,Streptococcus_chenjunshii,bacteria,1023054.0,2443046.0,2.3879932046597734
9234,Streptococcus_chosunense,bacteria,633827.0,1902053.0,3.000902454455238
9235,Streptococcus_constellatus,bacteria,510134.8333333333,1917560.0,3.758927786738735
9236,Streptococcus_criceti,bacteria,1008258.0,2418558.0,2.3987491296870442
9237,Streptococcus_cristatus,bacteria,427431.2727272727,2079449.2727272727,4.864990948039706
9238,Streptococcus_cuniculi,bacteria,296586.0,2094853.0,7.063222808898599
9239,Streptococcus_downei,bacteria,923690.0,2232110.0,2.4165141984865053
9240,Streptococcus_dysgalactiae,bacteria,978660.0,2272478.4444444445,2.3220305769567005
9241,Streptococcus_equi,bacteria,703864.4615384615,2365911.3846153845,3.3613167220349895
9242,Streptococcus_equinus,bacteria,611454.0,1983546.6,3.2439833577014787
9243,Streptococcus_ferus,bacteria,848000.0,1872314.0,2.2079174528301886
9244,Streptococcus_gallolyticus,bacteria,523330.23076923075,2286842.153846154,4.369787983554435
9245,Streptococcus_gordonii,bacteria,615350.3,2221796.5,3.6106206497339803
9246,Streptococcus_gwangjuense,bacteria,888246.0,1972481.0,2.2206472080932533
9247,Streptococcus_henryi,bacteria,131259.0,2429275.0,18.507492819539994
9248,Streptococcus_hillyeri,bacteria,238950.0,2147614.0,8.987712910650764
9249,Streptococcus_hyointestinalis,bacteria,1093256.0,2553358.0,2.335553612328677
9250,Streptococcus_ictaluri,bacteria,432324.0,2234402.0,5.168350588910169
9251,Streptococcus_ilei,bacteria,827488.3333333334,1994006.0,2.409708898212059
9252,Streptococcus_infantarius,bacteria,869606.0,1974692.0,2.2707892999818307
9253,Streptococcus_infantis,bacteria,350135.22222222225,1875143.5555555555,5.355483928907466
9254,Streptococcus_iniae,bacteria,102441.0,2295299.0,22.406058121260042
9255,Streptococcus_intermedius,bacteria,492878.6666666667,1962840.1666666667,3.9824003338211704
9256,Streptococcus_lutetiensis,bacteria,861850.0,1971064.0,2.287015141846029
9257,Streptococcus_macacae,bacteria,834432.0,1916985.0,2.297353169581224
9258,Streptococcus_macedonicus,bacteria,487103.4,2184638.0,4.4849574032946595
9259,Streptococcus_massiliensis,bacteria,902960.0,2033868.0,2.252445291042793
9260,Streptococcus_merionis,bacteria,1006247.0,2384128.0,2.3693268153842943
9261,Streptococcus_milleri,bacteria,839748.3333333334,1896949.6666666667,2.258950201350008
9262,Streptococcus_minor,bacteria,411821.0,1959983.0,4.759308048885317
9263,Streptococcus_mitis,bacteria,354294.4246575342,2005233.2465753425,5.6597934006825765
9264,Streptococcus_mutans,bacteria,711060.75,2058858.5,2.8954748240568757
9265,Streptococcus_oralis,bacteria,421545.7948717949,1968573.1666666667,4.669891600425929
9266,Streptococcus_pantholopis,bacteria,935017.0,2241302.0,2.397070855396212
9267,Streptococcus_parasanguinis,bacteria,538573.1875,2153117.4375,3.9978177292756523
9268,Streptococcus_parasuis,bacteria,99049.0,1881656.0,18.99722359640178
9269,Streptococcus_parauberis,bacteria,643617.6,2184758.2,3.3944972915594605
9270,Streptococcus_pasteurianus,bacteria,534644.5,2168699.25,4.05633883823737
9271,Streptococcus_penaeicida,bacteria,225734.0,2051969.0,9.090207943863131
9272,Streptococcus_periodonticum,bacteria,843355.0,1903815.0,2.257430145075324
9273,Streptococcus_peroris,bacteria,734968.0,1639920.0,2.231280817668252
9274,Streptococcus_phocae,bacteria,182464.0,1700082.0,9.31735575236759
9275,Streptococcus_pluranimalium,bacteria,943034.5,2155773.0,2.28599589940771
9276,Streptococcus_pneumoniae,bacteria,255318.40625,2578074.14453125,10.097486438196228
9277,Streptococcus_porcinus,bacteria,916100.0,2059429.6666666667,2.248040243059346
9278,Streptococcus_pseudopneumoniae,bacteria,223338.0,2207855.625,9.885714141794052
9279,Streptococcus_pseudoporcinus,bacteria,894379.0,2126865.0,2.3780354860746953
9280,Streptococcus_pyogenes,bacteria,382725.8157894737,1845116.3157894737,4.820987348301632
9281,Streptococcus_ratti,bacteria,58430.0,2037184.0,34.86537737463632
9282,Streptococcus_ruminantium,bacteria,902091.0,2090539.0,2.3174369326376163
9283,Streptococcus_salivarius,bacteria,480938.3,2274276.3,4.7288317441135375
9284,Streptococcus_sanguinis,bacteria,754406.2142857143,2357480.1785714286,3.124947984162
9285,Streptococcus_sinensis,bacteria,105882.0,2061843.0,19.473026576755256
9286,Streptococcus_sobrinus,bacteria,72670.0,2108084.0,29.008999587174902
9287,Streptococcus_sp,bacteria,359633.5619047619,2152367.3904761905,5.984890228477008
9288,Streptococcus_suis,bacteria,374183.338028169,2253796.0140845072,6.023239906836361
9289,Streptococcus_thermophilus,bacteria,542836.7,1859487.5,3.4255007076713864
9290,Streptococcus_troglodytae,bacteria,894617.0,2097874.0,2.3449967975122314
9291,Streptococcus_uberis,bacteria,874939.3333333334,1939580.6666666667,2.2168173183816937
9292,Streptococcus_urinalis,bacteria,962494.0,2130431.0,2.213448603315969
9293,Streptococcus_varani,bacteria,510502.0,2460376.0,4.81952274427916
9294,Streptococcus_vestibularis,bacteria,572182.5,1935844.5,3.383264080953192
9295,Streptococcus_vicugnae,bacteria,30697.0,1740123.0,56.68707039775874
9296,Streptococcus_viridans,bacteria,884791.0,1997594.0,2.257701536295012
9297,Streptohalobacillus_salinus,bacteria,317715.0,2529324.0,7.960983900665691
9298,Streptomonospora_alba,bacteria,287634.0,5914311.0,20.561932873026137
9299,Streptomonospora_litoralis,bacteria,2432952.0,5814190.0,2.3897676567396315
9300,Streptomyces_abyssalis,bacteria,1457864.0,6610598.0,4.534440798318636
9301,Streptomyces_acidiscabies,bacteria,317567.3333333333,10426422.0,32.83216157833195
9302,Streptomyces_actuosus,bacteria,3613183.0,8145579.0,2.254405326273261
9303,Streptomyces_afghaniensis,bacteria,77697.0,9848607.0,126.75659291864551
9304,Streptomyces_agglomeratus,bacteria,3788481.0,9128732.0,2.4096021598102246
9305,Streptomyces_aidingensis,bacteria,739545.0,6482745.0,8.765856033101434
9306,Streptomyces_albidoflavus,bacteria,832372.84375,7071470.90625,8.49555696025793
9307,Streptomyces_albireticuli,bacteria,1826311.0,8299495.5,4.544404266305136
9308,Streptomyces_alboflavus,bacteria,4223051.0,9967549.0,2.360271992926441
9309,Streptomyces_albulus,bacteria,1979626.5,9013909.75,4.553338596952506
9310,Streptomyces_albus,bacteria,1447622.0,9945906.666666666,6.870513619347223
9311,Streptomyces_alfalfae,bacteria,1555395.0,8275993.333333333,5.32083061430269
9312,Streptomyces_alni,bacteria,616632.0,8270097.0,13.41172206437551
9313,Streptomyces_ambofaciens,bacteria,3652198.0,8393598.0,2.2982319140419003
9314,Streptomyces_antibioticus,bacteria,923882.0,9530640.666666666,10.315863569878692
9315,Streptomyces_antimycoticus,bacteria,4813625.0,11174199.0,2.321368822872575
9316,Streptomyces_antioxidans,bacteria,370374.0,9118065.0,24.618534238364465
9317,Streptomyces_aquilus,bacteria,4642254.0,10393987.0,2.2389957550793214
9318,Streptomyces_armeniacus,bacteria,3547219.0,8083249.0,2.2787566823474954
9319,Streptomyces_atratus,bacteria,2411512.0,9075989.5,3.7636095113770947
9320,Streptomyces_aurantiacus,bacteria,155047.0,8762126.0,56.512709049514015
9321,Streptomyces_auratus,bacteria,2713964.0,7885420.0,2.9054991149477294
9322,Streptomyces_aureofaciens,bacteria,653347.0,9228164.0,14.124445355990002
9323,Streptomyces_autolyticus,bacteria,4428202.0,10184660.0,2.2999537961457044
9324,Streptomyces_avermitilis,bacteria,4074915.6666666665,10036112.666666666,2.462900704611719
9325,Streptomyces_avidinii,bacteria,937218.0,7653760.0,8.166467139982373
9326,Streptomyces_badius,bacteria,3338393.0,7682334.0,2.301207197594771
9327,Streptomyces_bingchenggensis,bacteria,5292749.0,11936683.0,2.2552898314278647
9328,Streptomyces_botrytidirepellens,bacteria,127654.0,11008137.0,86.23417205884657
9329,Streptomyces_bottropensis,bacteria,1217754.0,8914727.0,7.320630439316972
9330,Streptomyces_bungoensis,bacteria,445178.0,8368106.0,18.79721369879015
9331,Streptomyces_caatingaensis,bacteria,1023351.0,7055077.0,6.894093033573036
9332,Streptomyces_cadmiisoli,bacteria,4238414.0,10239272.0,2.415826297289505
9333,Streptomyces_caelestis,bacteria,319178.0,8622162.0,27.01364755716246
9334,Streptomyces_caeruleatus,bacteria,595573.0,10269008.0,17.242232270435363
9335,Streptomyces_cahuitamycinicus,bacteria,79623.0,9035421.0,113.47752533815606
9336,Streptomyces_canus,bacteria,620069.5,10671579.0,17.21029497499877
9337,Streptomyces_cattleya,bacteria,3178861.0,8095515.0,2.5466715908622617
9338,Streptomyces_cavourensis,bacteria,3349302.0,7613757.0,2.2732369311575966
9339,Streptomyces_cellostaticus,bacteria,305193.0,9792063.0,32.0848217357541
9340,Streptomyces_chartreusis,bacteria,3997547.0,8983317.0,2.2472073499073306
9341,Streptomyces_chattanoogensis,bacteria,534626.0,9129105.0,17.075684684246557
9342,Streptomyces_chrestomyceticus,bacteria,4050985.0,9377418.0,2.314848857746943
9343,Streptomyces_cinnamoneus,bacteria,1859427.5,7105826.0,3.821512804344348
9344,Streptomyces_clavuligerus,bacteria,229670.0,6941735.0,30.224822571515652
9345,Streptomyces_coelicoflavus,bacteria,77404.0,8478314.0,109.53327993385355
9346,Streptomyces_coelicolor,bacteria,418965.5,8581635.0,20.482915657733155
9347,Streptomyces_colonosanans,bacteria,274961.0,7015076.0,25.512985477940507
9348,Streptomyces_corchorusii,bacteria,634463.0,10285585.0,16.211481205365796
9349,Streptomyces_corynorhini,bacteria,101906.0,7735729.0,75.91043706945617
9350,Streptomyces_curacoi,bacteria,658309.0,8401667.0,12.762497550542374
9351,Streptomyces_cyaneochromogenes,bacteria,4689364.0,10677137.0,2.276883816227531
9352,Streptomyces_cyaneogriseus,bacteria,3375806.0,7762396.0,2.2994200496118555
9353,Streptomyces_dangxiongensis,bacteria,3500740.0,8157885.0,2.330331587035884
9354,Streptomyces_davaonensis,bacteria,4289469.0,9555950.0,2.2277699174419956
9355,Streptomyces_decoyicus,bacteria,312808.0,8586029.0,27.448239814838495
9356,Streptomyces_dengpaensis,bacteria,3694168.0,8710171.0,2.3578166991863934
9357,Streptomyces_diastatochromogenes,bacteria,633204.0,10520052.0,16.614001174976785
9358,Streptomyces_dioscori,bacteria,783824.0,10238220.0,13.06188634183184
9359,Streptomyces_dysideae,bacteria,276435.0,10713982.0,38.75768987284533
9360,Streptomyces_eurocidicus,bacteria,1003177.0,7931574.0,7.906455191855475
9361,Streptomyces_filamentosus,bacteria,3302880.0,7817295.0,2.3668116916145907
9362,Streptomyces_formicae,bacteria,4293872.0,9611874.0,2.23850967145737
9363,Streptomyces_fradiae,bacteria,1471037.6666666667,7513167.333333333,5.107392899298069
9364,Streptomyces_fulvissimus,bacteria,3503892.0,7905758.0,2.2562790177322816
9365,Streptomyces_fungicidicus,bacteria,3231275.0,7667496.0,2.372901099411223
9366,Streptomyces_galbus,bacteria,659283.0,7836436.0,11.88630072366495
9367,Streptomyces_gancidicus,bacteria,273727.0,7300479.0,26.670657260701354
9368,Streptomyces_gilvigriseus,bacteria,205858.0,5213277.0,25.324626684413527
9369,Streptomyces_gilvosporeus,bacteria,3680481.0,8482298.0,2.30467104707238
9370,Streptomyces_glauciniger,bacteria,696210.0,9808662.0,14.088654285344939
9371,Streptomyces_globisporus,bacteria,2286548.6666666665,7605140.0,3.326034608783019
9372,Streptomyces_globosus,bacteria,3176033.0,7535750.0,2.3726926011159204
9373,Streptomyces_griseoaurantiacus,bacteria,479819.0,7712377.0,16.073513137245502
9374,Streptomyces_griseocarneus,bacteria,980575.0,8853664.0,9.02905336154807
9375,Streptomyces_griseochromogenes,bacteria,4683849.0,10764674.0,2.298253850625842
9376,Streptomyces_griseoflavus,bacteria,1637656.5,8557916.5,5.225709115434158
9377,Streptomyces_griseofuscus,bacteria,2017592.5,8500790.5,4.213333713324173
9378,Streptomyces_griseoruber,bacteria,535162.0,10171325.0,19.00606732167082
9379,Streptomyces_griseorubiginosus,bacteria,3056191.6666666665,9799569.666666666,3.206464363327998
9380,Streptomyces_griseoviridis,bacteria,3902905.0,8963414.0,2.296600609033528
9381,Streptomyces_griseus,bacteria,2289509.5,7929489.0,3.4634007851900157
9382,Streptomyces_guanduensis,bacteria,711204.0,8220839.0,11.559044943504254
9383,Streptomyces_hainanensis,bacteria,52456.0,7991366.0,152.3441741650145
9384,Streptomyces_harbinensis,bacteria,842209.0,5802684.0,6.889838508018793
9385,Streptomyces_himastatinicus,bacteria,4528332.0,11030030.0,2.4357820937157433
9386,Streptomyces_hoynatensis,bacteria,620589.0,7260715.0,11.699715915042
9387,Streptomyces_hundungensis,bacteria,3610124.0,8393044.0,2.3248630794953304
9388,Streptomyces_hygroscopicus,bacteria,4634423.666666667,10977943.666666666,2.3687829288517785
9389,Streptomyces_incarnatus,bacteria,3808431.0,8897465.0,2.3362547463771826
9390,Streptomyces_indicus,bacteria,994373.0,8228196.0,8.274758063624013
9391,Streptomyces_inhibens,bacteria,142221.0,9477917.0,66.64217661245526
9392,Streptomyces_ipomoeae,bacteria,119725.0,10403856.0,86.89794111505533
9393,Streptomyces_jeddahensis,bacteria,204719.0,8449625.0,41.274258862147626
9394,Streptomyces_jietaisiensis,bacteria,575616.0,7681257.0,13.344411899599733
9395,Streptomyces_kanasensis,bacteria,190997.0,7026257.0,36.78726367429855
9396,Streptomyces_kasugaensis,bacteria,57002.0,8649584.0,151.7417634468966
9397,Streptomyces_katrae,bacteria,52669.0,8049424.0,152.8303935901574
9398,Streptomyces_klenkii,bacteria,791350.0,8230626.0,10.400740506729008
9399,Streptomyces_koyangensis,bacteria,3145235.0,7220839.0,2.2958026983675306
9400,Streptomyces_lasalocidi,bacteria,3637682.0,8503469.0,2.337606475772209
9401,Streptomyces_laurentii,bacteria,3485741.0,8032664.0,2.304435125845552
9402,Streptomyces_lincolnensis,bacteria,4397094.5,9916345.5,2.2552040898825347
9403,Streptomyces_longwoodensis,bacteria,481101.0,8345388.0,17.346436611023464
9404,Streptomyces_lunaelactis,bacteria,3701546.0,8570191.0,2.3153004177173537
9405,Streptomyces_luteoverticillatus,bacteria,3256510.0,7367863.0,2.262502802079527
9406,Streptomyces_lydicamycinicus,bacteria,1073668.0,8319549.0,7.7487165492498615
9407,Streptomyces_lydicus,bacteria,3829479.3333333335,8878180.666666666,2.318378007523738
9408,Streptomyces_malaysiense,bacteria,319207.0,7963326.0,24.947216069823032
9409,Streptomyces_malaysiensis,bacteria,4380784.0,11176275.0,2.5512043049828526
9410,Streptomyces_mangrovisoli,bacteria,254317.0,9165825.0,36.04094496238946
9411,Streptomyces_marianii,bacteria,3652033.0,9010366.0,2.4672192173509933
9412,Streptomyces_marincola,bacteria,2757831.0,6287975.0,2.2800436284892003
9413,Streptomyces_melanosporofaciens,bacteria,4615353.0,10769732.0,2.3334579175200685
9414,Streptomyces_microflavus,bacteria,924244.0,7372250.0,7.976519187573844
9415,Streptomyces_mimosae,bacteria,522376.0,7198341.0,13.779999463987625
9416,Streptomyces_mirabilis,bacteria,917775.0,11555299.0,12.590557598539947
9417,Streptomyces_misionensis,bacteria,3668246.0,8473721.0,2.3100198296406513
9418,Streptomyces_mobaraensis,bacteria,173637.0,7477811.0,43.0657693924682
9419,Streptomyces_monashensis,bacteria,344060.0,10254857.0,29.805432192059524
9420,Streptomyces_montanus,bacteria,301093.0,10225480.0,33.96120135639155
9421,Streptomyces_mutabilis,bacteria,2261467.0,7828944.0,3.4618873501138863
9422,Streptomyces_nanshensis,bacteria,251083.0,8500246.0,33.85432705519689
9423,Streptomyces_natalensis,bacteria,852928.0,8651730.0,10.143564286786223
9424,Streptomyces_netropsis,bacteria,1234177.0,6880513.0,5.574980736150487
9425,Streptomyces_nigra,bacteria,3380685.0,7641029.0,2.260201408886069
9426,Streptomyces_niveus,bacteria,3615635.0,8358684.0,2.311816319954863
9427,Streptomyces_nodosus,bacteria,3321251.0,7714110.0,2.32265191640138
9428,Streptomyces_noursei,bacteria,3649149.0,9969643.0,2.7320460194966003
9429,Streptomyces_oceani,bacteria,454983.0,6311054.0,13.87096660754358
9430,Streptomyces_olindensis,bacteria,594959.0,9381854.0,15.768908445792063
9431,Streptomyces_olivaceus,bacteria,3577774.0,8180260.0,2.2864104887564167
9432,Streptomyces_olivochromogenes,bacteria,920919.0,11639641.0,12.639158275592099
9433,Streptomyces_oryziradicis,bacteria,395123.0,11530635.0,29.182393836855866
9434,Streptomyces_ossamyceticus,bacteria,4240921.0,9783172.0,2.306850799625836
9435,Streptomyces_pactum,bacteria,3747117.0,8550793.0,2.281965842006001
9436,Streptomyces_paludis,bacteria,3751973.0,8454852.0,2.253441589265168
9437,Streptomyces_paromomycinus,bacteria,4196464.0,9705398.0,2.3127561680500537
9438,Streptomyces_parvulus,bacteria,1967026.5,8057545.0,4.0963072942840375
9439,Streptomyces_paucisporeus,bacteria,592439.0,8164374.0,13.780952975749402
9440,Streptomyces_peucetius,bacteria,3450726.0,8023114.0,2.325051018249493
9441,Streptomyces_phaeoluteigriseus,bacteria,1226499.0,8643493.0,7.047289072392232
9442,Streptomyces_pharetrae,bacteria,104029.0,8426663.0,81.00301838910303
9443,Streptomyces_pini,bacteria,498882.0,6338888.0,12.70618703420849
9444,Streptomyces_piniterrae,bacteria,895189.0,8492419.0,9.486732969238899
9445,Streptomyces_platensis,bacteria,366244.0,8400476.0,22.936828999246405
9446,Streptomyces_pluripotens,bacteria,3254122.0,7586568.0,2.3313717187001592
9447,Streptomyces_populi,bacteria,232980.0,9587281.0,41.15066100094429
9448,Streptomyces_prasinopilosus,bacteria,938416.0,7125330.0,7.5929331980699395
9449,Streptomyces_pratensis,bacteria,3298714.0,7656104.0,2.3209359768685616
9450,Streptomyces_pristinaespiralis,bacteria,3493541.0,8332985.5,2.3852548173901496
9451,Streptomyces_pseudovenezuelae,bacteria,849631.0,9613440.0,11.314841384083207
9452,Streptomyces_puniciscabiei,bacteria,4215034.0,9698948.0,2.301036717616038
9453,Streptomyces_qaidamensis,bacteria,4000257.0,9083372.0,2.2706971077108298
9454,Streptomyces_qinglanensis,bacteria,1717104.0,6893053.5,4.01434828641713
9455,Streptomyces_radicis,bacteria,521706.0,7608576.0,14.584030085910456
9456,Streptomyces_radiopugnans,bacteria,775647.0,6067124.0,7.822016974216364
9457,Streptomyces_rapamycinicus,bacteria,4277234.0,12663199.0,2.960604680501464
9458,Streptomyces_regalis,bacteria,267795.0,10954269.0,40.90542765921694
9459,Streptomyces_regensis,bacteria,359614.0,15092927.0,41.96979817248494
9460,Streptomyces_reniochalinae,bacteria,596299.0,7687565.0,12.892131296547538
9461,Streptomyces_resistomycificus,bacteria,513673.0,9174928.5,17.8614186457143
9462,Streptomyces_reticuli,bacteria,3901211.0,9336224.0,2.393160482732157
9463,Streptomyces_rhizosphaericola,bacteria,62390.0,7213159.0,115.61402468344286
9464,Streptomyces_rimosus,bacteria,996741.0,9551261.8,9.582491138620766
9465,Streptomyces_roseochromogenus,bacteria,4072761.0,9782257.0,2.4018735693059328
9466,Streptomyces_roseosporus,bacteria,3428214.0,7851943.0,2.290388814700599
9467,Streptomyces_roseus,bacteria,268567.0,7834742.0,29.172392736263205
9468,Streptomyces_rubellomurinus,bacteria,188366.5,8268266.0,43.89456723992854
9469,Streptomyces_rubidus,bacteria,370960.0,9005705.0,24.276754906189346
9470,Streptomyces_rubrolavendulae,bacteria,2772785.0,6543262.0,2.359815853014208
9471,Streptomyces_scabiei,bacteria,1716054.3333333333,10204016.0,5.946207996910743
9472,Streptomyces_scopuliridis,bacteria,144771.0,7939832.0,54.8440778885274
9473,Streptomyces_sedi,bacteria,555379.0,6603797.0,11.890613436950263
9474,Streptomyces_seoulensis,bacteria,2857014.0,6426245.0,2.2492871928523974
9475,Streptomyces_shenzhenensis,bacteria,589002.0,10126223.0,17.192170824547286
9476,Streptomyces_showdoensis,bacteria,239749.0,8146620.0,33.97978719410717
9477,Streptomyces_silvensis,bacteria,655446.0,9741331.0,14.862141198512159
9478,Streptomyces_sioyaensis,bacteria,157811.0,7847945.0,49.730025156674756
9479,Streptomyces_sp,bacteria,1645451.788557214,8565800.825870646,5.205744030568906
9480,Streptomyces_sparsogenes,bacteria,198945.0,9699678.0,48.75557566161502
9481,Streptomyces_spongiicola,bacteria,1774641.0,7046547.0,3.97068871957765
9482,Streptomyces_stelliscabiei,bacteria,123469.0,10403326.0,84.25860742372579
9483,Streptomyces_subrutilus,bacteria,3359709.0,8093975.0,2.409129778799295
9484,Streptomyces_sviceus,bacteria,3887690.0,9313494.0,2.395636997805895
9485,Streptomyces_swartbergensis,bacteria,90892.0,9204779.0,101.27160806231572
9486,Streptomyces_tateyamensis,bacteria,208651.0,7455770.0,35.73321000138988
9487,Streptomyces_thermolilacinus,bacteria,2787838.0,6448617.0,2.3131247224551785
9488,Streptomyces_tirandamycinicus,bacteria,3086255.0,7289495.0,2.361922459420884
9489,Streptomyces_toyocaensis,bacteria,557140.0,7341014.0,13.176246544854076
9490,Streptomyces_triticagri,bacteria,205964.0,7471434.0,36.275436484045755
9491,Streptomyces_triticirhizae,bacteria,111489.0,6563286.0,58.86935930899013
9492,Streptomyces_tsukubensis,bacteria,578931.6666666666,8036180.0,13.881051016383626
9493,Streptomyces_turgidiscabies,bacteria,389841.0,10825282.0,27.768454318555513
9494,Streptomyces_uncialis,bacteria,1430317.0,8883497.0,6.2108588515692675
9495,Streptomyces_variegatus,bacteria,566656.0,8775595.0,15.486635630788344
9496,Streptomyces_varsoviensis,bacteria,17828.0,8263193.0,463.49523221898136
9497,Streptomyces_venezuelae,bacteria,3846537.0,8640494.5,2.2463047931165097
9498,Streptomyces_vietnamensis,bacteria,4009268.0,9153777.0,2.2831541817608603
9499,Streptomyces_violaceoruber,bacteria,3425029.0,7916045.0,2.3112344450222175
9500,Streptomyces_violaceusniger,bacteria,3205679.3333333335,11114435.333333334,3.4671076479057272
9501,Streptomyces_virginiae,bacteria,352444.0,8614071.0,24.440963670824303
9502,Streptomyces_viridifaciens,bacteria,3739853.0,9560682.0,2.556432565665014
9503,Streptomyces_viridochromogenes,bacteria,1130628.75,9590250.25,8.482227477410246
9504,Streptomyces_viridosporus,bacteria,3404212.0,8511919.0,2.5004080239421045
9505,Streptomyces_vitaminophilus,bacteria,594696.0,6549812.0,11.013714570133311
9506,Streptomyces_wuyuanensis,bacteria,578584.0,8039558.0,13.895230424622872
9507,Streptomyces_xanthocidicus,bacteria,3933808.0,9686058.0,2.462259978117895
