id,round,species,genome_size,exon_start_range,exon_end_range,noncoding_start_range,non_coding_end_range,active_te,te_mobilized,te_static,te_in_exons,te_in_noncoding,te_mobilize_prob
786,786,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3930000,0,573314,3356686,0.5
787,787,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3935000,0,574013,3360987,0.5
788,788,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3940000,0,574730,3365270,0.5
789,789,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3945000,0,575516,3369484,0.5
790,790,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3950000,0,576263,3373737,0.5
791,791,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3955000,0,577017,3377983,0.5
792,792,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3960000,0,577756,3382244,0.5
793,793,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3965000,0,578467,3386533,0.5
794,794,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3970000,0,579231,3390769,0.5
795,795,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3975000,0,579950,3395050,0.5
796,796,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3980000,0,580653,3399347,0.5
797,797,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3985000,0,581387,3403613,0.5
798,798,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3990000,0,582136,3407864,0.5
799,799,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,3995000,0,582862,3412138,0.5
800,800,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4000000,0,583599,3416401,0.5
801,801,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4005000,0,584351,3420649,0.5
802,802,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4010000,0,585091,3424909,0.5
803,803,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4015000,0,585825,3429175,0.5
804,804,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4020000,0,586560,3433440,0.5
805,805,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4025000,0,587294,3437706,0.5
806,806,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4030000,0,588015,3441985,0.5
807,807,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4035000,0,588749,3446251,0.5
808,808,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4040000,0,589503,3450497,0.5
809,809,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4045000,0,590221,3454779,0.5
810,810,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4050000,0,590952,3459048,0.5
811,811,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4055000,0,591679,3463321,0.5
812,812,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4060000,0,592400,3467600,0.5
813,813,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4065000,0,593121,3471879,0.5
814,814,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4070000,0,593838,3476162,0.5
815,815,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4075000,0,594585,3480415,0.5
816,816,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4080000,0,595301,3484699,0.5
817,817,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4085000,0,596061,3488939,0.5
818,818,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4090000,0,596794,3493206,0.5
819,819,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4095000,0,597539,3497461,0.5
820,820,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4100000,0,598291,3501709,0.5
821,821,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4105000,0,599004,3505996,0.5
822,822,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4110000,0,599751,3510249,0.5
823,823,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4115000,0,600491,3514509,0.5
824,824,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4120000,0,601207,3518793,0.5
825,825,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4125000,0,601916,3523084,0.5
826,826,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4130000,0,602629,3527371,0.5
827,827,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4135000,0,603412,3531588,0.5
828,828,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4140000,0,604169,3535831,0.5
829,829,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4145000,0,604846,3540154,0.5
830,830,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4150000,0,605594,3544406,0.5
831,831,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4155000,0,606288,3548712,0.5
832,832,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4160000,0,607021,3552979,0.5
833,833,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4165000,0,607772,3557228,0.5
834,834,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4170000,0,608480,3561520,0.5
835,835,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4175000,0,609231,3565769,0.5
836,836,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4180000,0,609935,3570065,0.5
837,837,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4185000,0,610648,3574352,0.5
838,838,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4190000,0,611365,3578635,0.5
839,839,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4195000,0,612118,3582882,0.5
840,840,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4200000,0,612825,3587175,0.5
841,841,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4205000,0,613518,3591482,0.5
842,842,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4210000,0,614272,3595728,0.5
843,843,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4215000,0,614984,3600016,0.5
844,844,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4220000,0,615725,3604275,0.5
845,845,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4225000,0,616452,3608548,0.5
846,846,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4230000,0,617205,3612795,0.5
847,847,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4235000,0,617982,3617018,0.5
848,848,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4240000,0,618716,3621284,0.5
849,849,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4245000,0,619415,3625585,0.5
850,850,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4250000,0,620112,3629888,0.5
851,851,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4255000,0,620842,3634158,0.5
852,852,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4260000,0,621564,3638436,0.5
853,853,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4265000,0,622314,3642686,0.5
854,854,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4270000,0,623026,3646974,0.5
855,855,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4275000,0,623796,3651204,0.5
856,856,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4280000,0,624498,3655502,0.5
857,857,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4285000,0,625223,3659777,0.5
858,858,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4290000,0,625945,3664055,0.5
859,859,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4295000,0,626676,3668324,0.5
860,860,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4300000,0,627397,3672603,0.5
861,861,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4305000,0,628147,3676853,0.5
862,862,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4310000,0,628867,3681133,0.5
863,863,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4315000,0,629589,3685411,0.5
864,864,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4320000,0,630347,3689653,0.5
865,865,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4325000,0,631091,3693909,0.5
866,866,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4330000,0,631827,3698173,0.5
867,867,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4335000,0,632571,3702429,0.5
868,868,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4340000,0,633327,3706673,0.5
869,869,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4345000,0,634080,3710920,0.5
870,870,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4350000,0,634845,3715155,0.5
871,871,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4355000,0,635570,3719430,0.5
872,872,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4360000,0,636298,3723702,0.5
873,873,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4365000,0,636999,3728001,0.5
874,874,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4370000,0,637760,3732240,0.5
875,875,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4375000,0,638469,3736531,0.5
876,876,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4380000,0,639201,3740799,0.5
877,877,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4385000,0,639908,3745092,0.5
878,878,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4390000,0,640681,3749319,0.5
879,879,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4395000,0,641425,3753575,0.5
880,880,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4400000,0,642157,3757843,0.5
881,881,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4405000,0,642928,3762072,0.5
882,882,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4410000,0,643675,3766325,0.5
883,883,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4415000,0,644431,3770569,0.5
884,884,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4420000,0,645163,3774837,0.5
885,885,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4425000,0,645874,3779126,0.5
886,886,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4430000,0,646604,3783396,0.5
887,887,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4435000,0,647285,3787715,0.5
888,888,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4440000,0,647984,3792016,0.5
889,889,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4445000,0,648704,3796296,0.5
890,890,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4450000,0,649415,3800585,0.5
891,891,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4455000,0,650197,3804803,0.5
892,892,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4460000,0,650925,3809075,0.5
893,893,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4465000,0,651654,3813346,0.5
894,894,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4470000,0,652395,3817605,0.5
895,895,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4475000,0,653168,3821832,0.5
896,896,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4480000,0,653913,3826087,0.5
897,897,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4485000,0,654659,3830341,0.5
898,898,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4490000,0,655411,3834589,0.5
899,899,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4495000,0,656126,3838874,0.5
900,900,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4500000,0,656874,3843126,0.5
901,901,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4505000,0,657554,3847446,0.5
902,902,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4510000,0,658284,3851716,0.5
903,903,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4515000,0,659000,3856000,0.5
904,904,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4520000,0,659746,3860254,0.5
905,905,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4525000,0,660453,3864547,0.5
906,906,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4530000,0,661166,3868834,0.5
907,907,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4535000,0,661916,3873084,0.5
908,908,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4540000,0,662635,3877365,0.5
909,909,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4545000,0,663364,3881636,0.5
910,910,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4550000,0,664033,3885967,0.5
911,911,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4555000,0,664755,3890245,0.5
912,912,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4560000,0,665488,3894512,0.5
913,913,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4565000,0,666222,3898778,0.5
914,914,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4570000,0,666933,3903067,0.5
915,915,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4575000,0,667642,3907358,0.5
916,916,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4580000,0,668387,3911613,0.5
917,917,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4585000,0,669107,3915893,0.5
918,918,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4590000,0,669852,3920148,0.5
919,919,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4595000,0,670583,3924417,0.5
920,920,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4600000,0,671305,3928695,0.5
921,921,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4605000,0,672049,3932951,0.5
922,922,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4610000,0,672789,3937211,0.5
923,923,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4615000,0,673499,3941501,0.5
924,924,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4620000,0,674189,3945811,0.5
925,925,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4625000,0,675000,3950000,0.5
926,926,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4630000,0,675723,3954277,0.5
927,927,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4635000,0,676469,3958531,0.5
928,928,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4640000,0,677194,3962806,0.5
929,929,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4645000,0,677896,3967104,0.5
930,930,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4650000,0,678652,3971348,0.5
931,931,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4655000,0,679377,3975623,0.5
932,932,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4660000,0,680093,3979907,0.5
933,933,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4665000,0,680838,3984162,0.5
934,934,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4670000,0,681554,3988446,0.5
935,935,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4675000,0,682263,3992737,0.5
936,936,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4680000,0,683011,3996989,0.5
937,937,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4685000,0,683739,4001261,0.5
938,938,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4690000,0,684485,4005515,0.5
939,939,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4695000,0,685192,4009808,0.5
940,940,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4700000,0,685912,4014088,0.5
941,941,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4705000,0,686643,4018357,0.5
942,942,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4710000,0,687352,4022648,0.5
943,943,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4715000,0,688134,4026866,0.5
944,944,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4720000,0,688853,4031147,0.5
945,945,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4725000,0,689595,4035405,0.5
946,946,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4730000,0,690316,4039684,0.5
947,947,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4735000,0,691013,4043987,0.5
948,948,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4740000,0,691725,4048275,0.5
949,949,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4745000,0,692438,4052562,0.5
950,950,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4750000,0,693183,4056817,0.5
951,951,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4755000,0,693918,4061082,0.5
952,952,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4760000,0,694619,4065381,0.5
953,953,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4765000,0,695358,4069642,0.5
954,954,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4770000,0,696131,4073869,0.5
955,955,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4775000,0,696856,4078144,0.5
956,956,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4780000,0,697600,4082400,0.5
957,957,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4785000,0,698367,4086633,0.5
958,958,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4790000,0,699082,4090918,0.5
959,959,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4795000,0,699790,4095210,0.5
960,960,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4800000,0,700513,4099487,0.5
961,961,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4805000,0,701221,4103779,0.5
962,962,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4810000,0,701951,4108049,0.5
963,963,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4815000,0,702675,4112325,0.5
964,964,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4820000,0,703416,4116584,0.5
965,965,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4825000,0,704162,4120838,0.5
966,966,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4830000,0,704902,4125098,0.5
967,967,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4835000,0,705661,4129339,0.5
968,968,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4840000,0,706424,4133576,0.5
969,969,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4845000,0,707136,4137864,0.5
970,970,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4850000,0,707846,4142154,0.5
971,971,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4855000,0,708565,4146435,0.5
972,972,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4860000,0,709278,4150722,0.5
973,973,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4865000,0,710017,4154983,0.5
974,974,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4870000,0,710758,4159242,0.5
975,975,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4875000,0,711492,4163508,0.5
976,976,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4880000,0,712169,4167831,0.5
977,977,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4885000,0,712906,4172094,0.5
978,978,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4890000,0,713624,4176376,0.5
979,979,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4895000,0,714348,4180652,0.5
980,980,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4900000,0,715073,4184927,0.5
981,981,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4905000,0,715802,4189198,0.5
982,982,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4910000,0,716514,4193486,0.5
983,983,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4915000,0,717217,4197783,0.5
984,984,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4920000,0,717958,4202042,0.5
985,985,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4925000,0,718696,4206304,0.5
986,986,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4930000,0,719399,4210601,0.5
987,987,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4935000,0,720171,4214829,0.5
988,988,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4940000,0,720897,4219103,0.5
989,989,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4945000,0,721587,4223413,0.5
990,990,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4950000,0,722331,4227669,0.5
991,991,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4955000,0,723054,4231946,0.5
992,992,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4960000,0,723747,4236253,0.5
993,993,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4965000,0,724463,4240537,0.5
994,994,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4970000,0,725202,4244798,0.5
995,995,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4975000,0,725968,4249032,0.5
996,996,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4980000,0,726695,4253305,0.5
997,997,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4985000,0,727438,4257562,0.5
998,998,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4990000,0,728141,4261859,0.5
999,999,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,4995000,0,728893,4266107,0.5
1000,1000,Abiotrophia_defectiva,2041839,0,297361,297362,2041839,10000,5000000,0,729665,4270335,0.5
